<<<<<<< HEAD
mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,mfcc_21,mfcc_22,mfcc_23,mfcc_24,mfcc_25,mfcc_26,mfcc_27,mfcc_28,Genre
-94.50770568847656,55.67103958129883,29.266260147094727,27.035043716430664,20.046722412109375,1.1847867965698242,12.946828842163086,-0.7985385060310364,8.866568565368652,-0.6815193295478821,-5.342507362365723,2.2080843448638916,-4.613619327545166,3422.0718638777685,0.045823972672224045,0.3835270404815674,0.3272169828414917,0.389800488948822,0.3257213234901428,0.46205586194992065,0.480446994304657,0.3397778272628784,0.4791315793991089,0.4007170796394348,0.4114338755607605,0.33825042843818665,0.33776411414146423,0.1267201245891338,pop
-59.16709518432617,45.31407165527344,36.86272048950195,15.699399948120117,15.664841651916504,1.6692804098129272,7.293103218078613,8.811882019042969,5.827719688415527,7.989068031311035,-2.279585123062134,1.903961181640625,-0.9152531623840332,3702.062802894826,0.05436196178197861,0.4467492997646332,0.3625299632549286,0.3626062870025635,0.4185846149921417,0.4015088379383087,0.5125418305397034,0.4132656455039978,0.5119891166687012,0.45995762944221497,0.3568102717399597,0.36819085478782654,0.34144070744514465,0.14939442551237433,pop
-59.60099411010742,62.97367858886719,31.116804122924805,16.918834686279297,8.888801574707031,10.814813613891602,10.554176330566406,5.1616034507751465,5.389708995819092,6.149231433868408,2.2691659927368164,4.246997356414795,4.121748447418213,3214.01967827975,0.06396953761577606,0.47582224011421204,0.4334372282028198,0.48286744952201843,0.34017327427864075,0.2877034544944763,0.29968783259391785,0.3275807797908783,0.41156384348869324,0.4216258227825165,0.5607321858406067,0.5467192530632019,0.4258134961128235,0.11886608480761794,pop
-125.87874603271484,126.59248352050781,-23.164230346679688,36.222904205322266,20.941078186035156,-1.1781331300735474,16.492630004882812,-3.6442105770111084,6.520101547241211,9.341533660888672,-6.403242588043213,3.8655266761779785,-7.943002700805664,1837.4928259861476,0.009738689288496971,0.3730296790599823,0.3387504816055298,0.5640997886657715,0.3675500154495239,0.27070188522338867,0.3219573497772217,0.38615936040878296,0.7105024456977844,0.4413394033908844,0.4023943543434143,0.32879847288131714,0.41356030106544495,0.08532308886794276,pop
-20.93232536315918,83.24617767333984,5.05223274230957,16.36214828491211,9.399237632751465,-0.5642672181129456,4.039578437805176,6.20465612411499,9.118700981140137,5.864222526550293,-3.5043368339538574,-0.6381916403770447,-3.1690139770507812,2753.2347231451085,0.046667587012052536,0.38014766573905945,0.35780054330825806,0.42703041434288025,0.33343109488487244,0.3956974446773529,0.32681870460510254,0.34935620427131653,0.39353352785110474,0.422536700963974,0.4765828549861908,0.3589261770248413,0.39097991585731506,0.12370886806361175,pop
-113.553955078125,90.01779174804688,-5.540907859802246,25.571491241455078,2.611034631729126,3.191845178604126,1.131387710571289,6.1513776779174805,2.7998387813568115,-1.8603813648223877,-7.1145782470703125,-3.446770429611206,-5.915337085723877,2290.14021271062,0.025019092485308647,0.2622940242290497,0.43363410234451294,0.26549777388572693,0.2777467668056488,0.21248580515384674,0.21989907324314117,0.5161406397819519,0.31997254490852356,0.30865150690078735,0.2406592071056366,0.3818797171115875,0.43975386023521423,0.10673155935808198,pop
-169.12945556640625,94.6490707397461,24.480031967163086,27.384008407592773,11.639039039611816,14.885311126708984,4.237239360809326,12.38132381439209,10.709880828857422,5.124197483062744,-0.34837669134140015,1.2524844408035278,-4.1571431159973145,2125.387814463357,0.017817674204707146,0.5529875159263611,0.37999168038368225,0.3228165805339813,0.25776591897010803,0.2783624529838562,0.35218408703804016,0.39221736788749695,0.6124787330627441,0.3793783187866211,0.2756548821926117,0.2602577209472656,0.4293574392795563,0.06768001075502707,pop
-224.4059295654297,107.35061645507812,-1.5871213674545288,13.89054012298584,8.119407653808594,-9.372528076171875,8.114500045776367,9.291045188903809,9.097890853881836,6.0209808349609375,-6.66242790222168,2.0678563117980957,6.188162326812744,1967.744332450365,0.009455330669879913,0.18295933306217194,0.28341665863990784,0.447810560464859,0.22137366235256195,0.12728312611579895,0.13074493408203125,0.17604221403598785,0.2024005502462387,0.21219684183597565,0.49763521552085876,0.3331042528152466,0.20550352334976196,0.08230050331109823,pop
-52.421504974365234,74.03341674804688,12.680926322937012,24.49555206298828,21.097579956054688,1.903934359550476,6.809505462646484,4.729846954345703,8.409067153930664,8.243972778320312,-2.2749781608581543,-1.1975457668304443,-2.679471015930176,2884.9162662284352,0.03769270330667496,0.3686157464981079,0.38456544280052185,0.41135352849960327,0.6037188172340393,0.4557603597640991,0.4011440575122833,0.33865806460380554,0.34271055459976196,0.5286704897880554,0.37144342064857483,0.3380086123943329,0.29993608593940735,0.12125651041666667,pop
-35.28506088256836,61.2667121887207,14.046018600463867,28.64896583557129,4.323977470397949,-1.3649801015853882,-0.7844542264938354,5.128747940063477,5.351768493652344,1.2258380651474,-7.261650562286377,-0.520430326461792,0.21532702445983887,3279.5319127248636,0.09039755910634995,0.4116414487361908,0.5412409901618958,0.4128662049770355,0.43760454654693604,0.42456290125846863,0.376971572637558,0.5236552357673645,0.4097740352153778,0.4324963092803955,0.467302531003952,0.5129991173744202,0.5047825574874878,0.1727420485305491,pop
