feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,Genre
-106.2470474243164,71.72628784179688,13.34884262084961,42.51519775390625,4.9926252365112305,16.017520904541016,-2.0235214233398438,13.741761207580566,-5.389461040496826,13.635403633117676,-18.578506469726562,14.158886909484863,-15.76117992401123,9.37036418914795,-10.900017738342285,11.874093055725098,-5.345033645629883,10.936668395996094,2.3002371788024902,11.559379577636719,0.6603396534919739,0.588539183139801,0.6537990570068359,0.5077067613601685,0.626178503036499,0.5884975790977478,0.5152990221977234,0.6493362188339233,0.5633081197738647,0.6189247965812683,0.522695779800415,0.6210013628005981,20.90923862794639,16.924804589414055,20.206678299637296,21.689284774501875,18.946884747426576,18.119952243652524,57.81769409048096,2859.144696289761,0.18448349833488464,pop
-71.37881469726562,61.85445785522461,20.509305953979492,32.21504211425781,-0.38803356885910034,17.618061065673828,-8.681721687316895,23.98815155029297,-8.84349250793457,22.03859519958496,-15.124971389770508,13.995697021484375,-12.332435607910156,10.720264434814453,-9.750497817993164,8.33044719696045,-3.6283960342407227,12.039259910583496,-1.8584061861038208,12.089421272277832,0.691618025302887,0.5763326287269592,0.5943623185157776,0.5671602487564087,0.5178200006484985,0.6095289587974548,0.5361899733543396,0.6683464050292969,0.6100799441337585,0.5627449154853821,0.6092529892921448,0.6006370782852173,17.78587588128333,15.688578579090523,20.139038226073797,22.274267478526127,19.40677714275101,18.08002639953497,58.56960489520772,2972.1252144043506,0.2588147222995758,pop
-71.8128890991211,79.70355224609375,14.979057312011719,33.459712982177734,-7.099515914916992,26.040674209594727,-4.642122745513916,19.714662551879883,-9.160067558288574,19.80175018310547,-10.712434768676758,16.28118133544922,-7.381107330322266,16.658437728881836,-4.988265514373779,15.329686164855957,-6.911762237548828,10.824576377868652,-7.7892866134643555,3.3440194129943848,0.6632397770881653,0.6261974573135376,0.6764500141143799,0.5389100313186646,0.49361753463745117,0.5232601165771484,0.525454044342041,0.6063277721405029,0.5573039650917053,0.7019897699356079,0.7281299829483032,0.6251164078712463,22.09255678648034,14.636693621678905,19.659983752732046,19.589532607881004,16.41975370487842,15.907452919168048,58.820693330541935,2843.8071938571143,0.21396949887275696,pop
-134.0935821533203,137.99072265625,-33.08042526245117,45.520423889160156,12.623770713806152,7.4968414306640625,7.276942253112793,5.792962551116943,-2.871795415878296,18.189701080322266,-14.152595520019531,10.077292442321777,-13.987552642822266,7.121562480926514,-6.297247409820557,1.8093781471252441,1.1140509843826294,0.0886765867471695,1.3867652416229248,1.1108887195587158,0.5392860770225525,0.5317754745483398,0.734264612197876,0.49873125553131104,0.4570787847042084,0.4857516586780548,0.583118200302124,0.8431965708732605,0.5709477663040161,0.6056362390518188,0.5153414011001587,0.6312506794929504,24.463436469598545,16.602726264042957,19.25454514507088,21.248923024428038,20.616239072750897,27.06077740747128,57.78769485978835,1829.6843803871707,0.12902379035949707,pop
-33.33419418334961,100.33268737792969,-11.003019332885742,32.452152252197266,-6.181390762329102,15.133986473083496,-11.34510612487793,20.921113967895508,-5.160436630249023,20.07400131225586,-16.25590705871582,11.410051345825195,-14.495314598083496,12.001829147338867,-10.298870086669922,6.218326568603516,-9.76447868347168,6.939139366149902,-6.1863274574279785,5.233088970184326,0.6428072452545166,0.6335847973823547,0.6868742108345032,0.5644639134407043,0.5973745584487915,0.5370936989784241,0.5925508141517639,0.6366509199142456,0.6527605056762695,0.7175540328025818,0.6193482279777527,0.6622485518455505,24.922397765636703,15.080731502404257,17.524715334472955,21.60880534339877,17.84672015383232,17.12741657981722,58.81233227979025,2467.003369990512,0.2099100798368454,pop
-123.65764617919922,103.07962799072266,-18.143699645996094,37.839805603027344,-8.660873413085938,14.898046493530273,-10.08080768585205,17.195573806762695,-7.244719505310059,8.643692970275879,-16.297683715820312,5.134572982788086,-13.824902534484863,3.1062421798706055,-11.699908256530762,1.7160916328430176,-9.055914878845215,-0.1689516007900238,-5.80982780456543,2.69649338722229,0.5147706270217896,0.6774766445159912,0.5162179470062256,0.5330764651298523,0.4309355914592743,0.4686548113822937,0.7236430048942566,0.5245892405509949,0.5337357521057129,0.4748555123806,0.64964359998703,0.6766113638877869,24.128552439670685,15.85949317850438,19.00472909512944,22.031652625590723,19.38261850021666,19.489772974352874,60.49913399872508,2144.40774878677,0.13932457566261292,pop
-178.66494750976562,107.88434600830078,12.148651123046875,40.0282096862793,-0.48529142141342163,26.7071533203125,-7.151636123657227,23.012510299682617,0.49733632802963257,15.14511775970459,-9.658134460449219,9.546277046203613,-11.476241111755371,3.4144108295440674,-6.164009094238281,2.715327262878418,-8.427719116210938,-0.543316662311554,-9.925433158874512,3.057074785232544,0.7395161390304565,0.557080864906311,0.5827223658561707,0.4966347813606262,0.5481388568878174,0.573978841304779,0.6236382722854614,0.7528406977653503,0.5695429444313049,0.5333788394927979,0.5159269571304321,0.7062750458717346,23.523693047411065,15.388644031114286,16.543900379832348,20.62230838659343,17.581643976056267,17.11262057795585,58.81593015463222,2346.340611847603,0.09371524304151535,pop
-232.64414978027344,117.18773651123047,-10.954560279846191,22.826339721679688,-0.6707618236541748,-0.8534873127937317,-1.368303894996643,17.69964599609375,1.0397838354110718,14.662875175476074,-13.231632232666016,7.613095283508301,0.023813428357243538,13.879904747009277,3.732954502105713,7.069089412689209,0.6713430285453796,5.16848611831665,-4.8849358558654785,-0.22921527922153473,0.32703927159309387,0.44578614830970764,0.60002201795578,0.35401225090026855,0.2852810323238373,0.26332584023475647,0.3169824182987213,0.33173564076423645,0.3559627830982208,0.643686056137085,0.47690290212631226,0.34446385502815247,19.27009343409405,18.110413861618724,23.382633257414426,27.780989289553474,23.178889450904514,23.842445606547663,56.856151224956655,1959.9303928844502,0.08418194204568863,pop
-65.07904052734375,91.02186584472656,-3.692073345184326,40.41423416137695,5.1076507568359375,17.64388656616211,-8.879673957824707,19.742616653442383,-6.4357452392578125,22.605934143066406,-15.092192649841309,10.990693092346191,-14.195430755615234,11.21876049041748,-11.13176441192627,8.421224594116211,-9.639740943908691,5.3676605224609375,-3.727607250213623,8.138031005859375,0.6451689004898071,0.5949366092681885,0.6016504764556885,0.7491849064826965,0.5271421670913696,0.5508260130882263,0.5281020998954773,0.6092199087142944,0.7570751309394836,0.5918499231338501,0.6116007566452026,0.5357396006584167,21.6949446310206,15.605372711970475,18.40118280520679,21.522521242914426,19.43930977892173,18.36195391361927,58.57788836924758,2567.1770722880524,0.19388610124588013,pop
-48.037906646728516,78.36558532714844,-2.7868120670318604,45.08485412597656,-11.481595039367676,14.474148750305176,-16.128583908081055,19.83580780029297,-8.884855270385742,15.442419052124023,-19.993343353271484,11.189291954040527,-11.24433422088623,9.581731796264648,-10.240378379821777,8.375104904174805,-11.368806838989258,8.213155746459961,-5.37476110458374,5.254617691040039,0.6508876085281372,0.7509444952011108,0.6535410284996033,0.6390218734741211,0.610238790512085,0.5636149644851685,0.6789601445198059,0.6281956434249878,0.6332087516784668,0.6923723220825195,0.7451313734054565,0.7776620388031006,21.359390801833115,12.921518846773441,16.778548222990153,19.978775585933427,18.147671360900915,16.416368986941567,59.05678816502668,2656.2944407724717,0.15844187140464783,pop
