feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,Genre
-118.25674438476562,85.85304260253906,0.12441977113485336,54.10227584838867,-4.552554607391357,26.78644371032715,-12.502304077148438,23.830358505249023,-14.875372886657715,22.89963722229004,-22.496490478515625,13.768974304199219,-12.395456314086914,4.05417537689209,-6.091247081756592,3.1250593662261963,2.5651960372924805,1.4100645780563354,8.020515441894531,5.537484645843506,0.6636435389518738,0.5894985795021057,0.6583812832832336,0.5196847915649414,0.6083317399024963,0.6060339212417603,0.5168346762657166,0.6445149779319763,0.5688202977180481,0.6138487458229065,0.5222839713096619,0.6017154455184937,2851.5593650040882,0.18400190770626068,pop
-85.23932647705078,75.96643829345703,5.535534381866455,46.70267868041992,-13.98997974395752,31.349628448486328,-21.699451446533203,33.87736892700195,-16.314823150634766,27.428922653198242,-15.487842559814453,12.739192962646484,-9.505002975463867,6.316137790679932,-4.416067123413086,2.269270896911621,0.1654316484928131,5.738306045532227,4.595219612121582,4.323610305786133,0.6910687685012817,0.5778622627258301,0.5938147902488708,0.5622760653495789,0.516286313533783,0.6083114147186279,0.5397079586982727,0.6729088425636292,0.6040027141571045,0.5584922432899475,0.6062994003295898,0.6008957624435425,2965.054681254121,0.25767868757247925,pop
-85.86277770996094,95.17761993408203,0.07679680734872818,48.15267562866211,-20.136268615722656,37.11410140991211,-14.613913536071777,29.388742446899414,-16.425357818603516,25.126972198486328,-12.669771194458008,16.45795249938965,-6.483564853668213,13.122613906860352,-0.7009525895118713,9.596878051757812,1.9285718202590942,2.0564723014831543,3.202204465866089,-4.601963043212891,0.663163959980011,0.6291155815124512,0.6813625693321228,0.54465651512146,0.4990343153476715,0.5261844396591187,0.5288131237030029,0.6070736050605774,0.5569727420806885,0.6917563080787659,0.7323260307312012,0.6274186968803406,2837.837321887478,0.21323280036449432,pop
-145.88693237304688,150.2095489501953,-38.21181106567383,46.58667755126953,12.386404991149902,11.765771865844727,1.7762339115142822,13.352303504943848,-10.370365142822266,22.996915817260742,-11.588642120361328,6.968070030212402,-6.754072189331055,-2.1495847702026367,2.237947463989258,-5.274844169616699,5.062326431274414,-0.8347041606903076,1.085340976715088,2.2355008125305176,0.5505610704421997,0.5254261493682861,0.7352052330970764,0.5078694820404053,0.4603685736656189,0.4899173974990845,0.5820963978767395,0.8427799344062805,0.5817039608955383,0.6013281345367432,0.5136159062385559,0.6287557482719421,1820.3585943528576,0.12881606817245483,pop
-47.909637451171875,117.62909698486328,-24.449562072753906,45.28617858886719,-17.195575714111328,27.20258331298828,-22.084569931030273,28.874757766723633,-12.452159881591797,26.60099983215332,-16.54444122314453,11.08816909790039,-11.712486267089844,6.593282699584961,-3.271923065185547,0.6003687977790833,-2.8296687602996826,-1.1796666383743286,1.93501877784729,-1.8981788158416748,0.6502114534378052,0.631030797958374,0.689043402671814,0.5728723406791687,0.5982674956321716,0.5432184934616089,0.5940895676612854,0.6370754837989807,0.6528853178024292,0.7148957252502441,0.6206464767456055,0.658422589302063,2462.546899768156,0.2097615897655487,pop
-136.79978942871094,118.69385528564453,-29.55866813659668,47.24458312988281,-15.90177059173584,22.647062301635742,-16.728775024414062,21.463729858398438,-10.091691970825195,12.494392395019531,-16.214872360229492,3.403132438659668,-10.868285179138184,-1.0488437414169312,-6.6583333015441895,-3.2996985912323,-3.241299867630005,-5.114838123321533,-2.439227342605591,-1.7537320852279663,0.5310483574867249,0.6725867390632629,0.5201840996742249,0.5335415005683899,0.4334299862384796,0.4745312035083771,0.7293751239776611,0.5297911763191223,0.5339315533638,0.4774235188961029,0.6454064249992371,0.6770592331886292,2133.5533990397835,0.13912387192249298,pop
-190.17950439453125,119.16630554199219,2.4901885986328125,48.92150115966797,-7.862721920013428,33.4407958984375,-11.403748512268066,24.589296340942383,-0.5282189846038818,17.516695022583008,-7.682885646820068,7.3214111328125,-5.832376480102539,-2.089717149734497,-1.791847825050354,-0.9984723329544067,-2.5783910751342773,-4.970904350280762,-3.7605347633361816,-6.3634867668151855,0.7456492781639099,0.5691992044448853,0.589572012424469,0.512317955493927,0.559668779373169,0.5822518467903137,0.6335844993591309,0.7572568655014038,0.5835520625114441,0.5379210114479065,0.5206938982009888,0.7034078240394592,2336.1317892675897,0.09358293563127518,pop
-242.05955505371094,127.4881591796875,-15.915369033813477,26.93208122253418,-3.744982957839966,4.539035797119141,-9.01081657409668,21.960908889770508,-2.3031363487243652,18.03791618347168,-10.618229866027832,2.3111307621002197,1.6247390508651733,8.696410179138184,8.285792350769043,4.602741241455078,3.1839792728424072,2.3898966312408447,0.9803171753883362,-4.403065204620361,0.3296055793762207,0.44097983837127686,0.6011267304420471,0.3639073073863983,0.2914135754108429,0.2650300860404968,0.31933265924453735,0.3324728310108185,0.3530837595462799,0.640999972820282,0.4861171841621399,0.3471378684043884,1950.1796849715806,0.08405885845422745,pop
-79.50305938720703,108.14513397216797,-18.43875503540039,53.10750961303711,-6.243533134460449,31.68353843688965,-20.27902603149414,29.731626510620117,-14.907999038696289,29.319499969482422,-15.450082778930664,11.40621280670166,-12.447802543640137,7.012974739074707,-5.0017409324646,2.5527281761169434,-1.758419156074524,-2.2451047897338867,1.0079894065856934,2.190671443939209,0.649815022945404,0.5971136689186096,0.6067212224006653,0.7488424777984619,0.5328469276428223,0.5559898018836975,0.536069929599762,0.6095921397209167,0.7563830018043518,0.5955727696418762,0.6095965504646301,0.5357031226158142,2558.6003285208544,0.19371050596237183,pop
-63.01612091064453,95.55084991455078,-18.908039093017578,59.47185516357422,-22.0971622467041,26.26741600036621,-26.640737533569336,26.86729621887207,-15.092188835144043,21.504070281982422,-20.639530181884766,8.740336418151855,-8.864974021911621,6.425878524780273,-5.8323845863342285,3.1820149421691895,-3.578479528427124,-1.6291682720184326,3.1888575553894043,-1.5392014980316162,0.654933512210846,0.7511835694313049,0.6517515778541565,0.64126056432724,0.6105895638465881,0.5648716688156128,0.6760746240615845,0.6316124796867371,0.630140483379364,0.6908373236656189,0.7422919869422913,0.7736242413520813,2652.258554165967,0.15803343057632446,pop
-133.39559936523438,130.52439880371094,-11.967782020568848,54.103145599365234,2.5012054443359375,37.11005401611328,-8.781682014465332,20.718441009521484,-6.856584548950195,13.584985733032227,-9.41134262084961,9.995718955993652,-1.2295182943344116,0.7124908566474915,-5.415998458862305,2.950852155685425,-0.9197363257408142,0.3345215618610382,2.3173627853393555,-7.473121643066406,0.5307588577270508,0.6498900651931763,0.5287001132965088,0.5199885964393616,0.7314777374267578,0.5609796047210693,0.5554633736610413,0.4672464430332184,0.5527350306510925,0.6744598150253296,0.5331119298934937,0.5957743525505066,2072.9932866465947,0.18345697224140167,pop
-257.50579833984375,119.13513946533203,-14.937666893005371,16.023496627807617,-24.481103897094727,-3.061892509460449,-13.6244535446167,-0.07199715077877045,-24.365293502807617,4.5713982582092285,-22.242639541625977,-2.0558087825775146,-10.5462007522583,-7.195819854736328,-8.199131965637207,-0.1933419555425644,1.9426863193511963,0.8896224498748779,8.524101257324219,1.859568476676941,0.39288097620010376,0.35860469937324524,0.4788197875022888,0.2687589228153229,0.3510664403438568,0.4630500376224518,0.32994017004966736,0.5405358672142029,0.37810274958610535,0.5877474546432495,0.4181995093822479,0.31326234340667725,2106.03118050016,0.05560002103447914,pop
-77.33784484863281,114.6354751586914,-37.83491897583008,46.679046630859375,-12.995153427124023,32.57715606689453,-17.05492401123047,27.133081436157227,-22.049043655395508,18.26934814453125,-16.19450569152832,8.46102237701416,-7.019739151000977,5.375294208526611,-4.583049297332764,-2.683114528656006,-6.6144232749938965,-4.281739234924316,1.3597664833068848,-4.572386264801025,0.6946601271629333,0.59450364112854,0.6237421631813049,0.6015896797180176,0.5770599246025085,0.7010100483894348,0.5626087188720703,0.5774921178817749,0.5534007549285889,0.6329923272132874,0.6511354446411133,0.6114060282707214,2339.749247743969,0.1635097861289978,pop
-181.49835205078125,110.7231674194336,30.765352249145508,56.33623504638672,5.389542579650879,35.01267623901367,-12.536111831665039,28.281291961669922,-13.739385604858398,24.08027458190918,-4.825596332550049,9.334981918334961,0.8862183094024658,5.36710262298584,3.050096035003662,1.3695324659347534,-2.393298387527466,-4.071914196014404,0.1114611104130745,-3.200387954711914,0.7244705557823181,0.5570500493049622,0.5216189622879028,0.39728885889053345,0.44032761454582214,0.496141254901886,0.4559396207332611,0.5184022188186646,0.4815611243247986,0.5529313683509827,0.5550593733787537,0.5643904805183411,2494.007253468172,0.17245560884475708,pop
-161.2064666748047,138.1194610595703,-38.01441955566406,41.34688186645508,-13.306148529052734,33.91935348510742,-17.42070198059082,26.561141967773438,-9.54859733581543,14.757527351379395,-14.988958358764648,8.699527740478516,0.22124044597148895,4.932136535644531,-1.8906946182250977,-0.9500947594642639,0.5627452731132507,-2.720731258392334,2.735769271850586,-4.530937194824219,0.7541788816452026,0.7255844473838806,0.7057788968086243,0.7242653965950012,0.5847495198249817,0.555540144443512,0.531445324420929,0.5991548299789429,0.6366172432899475,0.6161308884620667,0.6803807020187378,0.6810625791549683,2078.4128701418313,0.07786586880683899,pop
-73.32191467285156,99.2406005859375,-17.9034366607666,44.891197204589844,-20.813310623168945,31.391056060791016,-18.396228790283203,26.68742561340332,-13.899033546447754,23.947431564331055,-12.176983833312988,16.057571411132812,-6.9355854988098145,11.453855514526367,-3.4271490573883057,4.07374382019043,-3.9466617107391357,-0.7498071193695068,-1.294828176498413,-2.2555203437805176,0.72792649269104,0.6370455622673035,0.6488461494445801,0.6115859746932983,0.5078417658805847,0.5246273875236511,0.5664489269256592,0.6460800766944885,0.5534935593605042,0.5537922382354736,0.6055080890655518,0.620427131652832,2623.041244173445,0.19381539523601532,pop
-121.03042602539062,81.24862670898438,-9.311479568481445,47.876216888427734,-17.951107025146484,26.692928314208984,-15.771632194519043,21.007572174072266,-12.130178451538086,20.223981857299805,-15.765225410461426,9.507634162902832,-8.990710258483887,3.788743495941162,-7.299530506134033,0.21860501170158386,-4.2316107749938965,-2.0860307216644287,-1.7627040147781372,-3.732238531112671,0.633944571018219,0.6967230439186096,0.6355776190757751,0.6920451521873474,0.531162440776825,0.525937020778656,0.5962285995483398,0.5344465374946594,0.5590298771858215,0.5738546252250671,0.6954931616783142,0.6793228983879089,2731.529483476368,0.14445193111896515,pop
-79.96443939208984,112.27133178710938,-27.812686920166016,48.022216796875,-22.51764678955078,29.82084846496582,-28.051572799682617,27.47924041748047,-18.5770320892334,22.797510147094727,-12.259801864624023,5.2006940841674805,-6.586821556091309,5.534084320068359,-5.579774856567383,0.4167928397655487,-0.19350986182689667,2.6531527042388916,4.397879600524902,2.2815022468566895,0.6534876823425293,0.7142674922943115,0.6102323532104492,0.6429806351661682,0.5758084058761597,0.6070027947425842,0.7771382927894592,0.7306720614433289,0.6945425868034363,0.6681113839149475,0.7162817716598511,0.7111815810203552,2504.4807387570163,0.14273382723331451,pop
