feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,Genre
-99.97074508666992,71.90377807617188,13.98671579360962,45.348772048950195,-2.10336697101593,20.469024658203125,-5.509226202964783,16.072527408599854,-6.648937165737152,6.926229000091553,-11.22344160079956,8.12570571899414,-12.200480461120605,9.677689552307129,-6.833952188491821,12.013047218322754,-1.8812199831008911,13.336459636688232,-1.314195552840829,8.899981260299683,0.6001214385032654,0.5202954113483429,0.6199893951416016,0.4919424504041672,0.6283436715602875,0.6101426184177399,0.5206913650035858,0.6592842936515808,0.5610570907592773,0.6021709442138672,0.4912339150905609,0.5646777153015137,22.690960037566363,17.974868148596883,21.328373299109963,20.707049646632523,19.274534974303343,17.98749595584578,36.83346629404653,2166.135997990725,0.18466860800981522,pop
-62.990028381347656,65.8231143951416,19.285757064819336,32.71830368041992,-2.2665985226631165,16.894192218780518,-3.4341018199920654,20.562962532043457,-5.032613754272461,14.17570161819458,-11.889173984527588,11.77319622039795,-11.17302942276001,10.1083402633667,-8.005448818206787,12.47968578338623,-2.950127363204956,11.965493202209473,-3.253566026687622,8.928078651428223,0.645176500082016,0.5116042196750641,0.5514677166938782,0.5704575181007385,0.5455960333347321,0.6431483030319214,0.5649189949035645,0.6991230547428131,0.6030037999153137,0.5350136458873749,0.5707986056804657,0.5565753281116486,18.71759087961566,15.979439363455018,21.004098764141705,20.848665479038335,19.347980825625058,17.563184328932387,38.21051003401767,2246.759891571979,0.2587008774280548,pop
-62.76666259765625,78.50885391235352,15.514657020568848,30.16897678375244,-4.829751253128052,26.901970863342285,-5.191844820976257,18.87430477142334,-6.463327407836914,16.516518592834473,-8.246029138565063,16.186368465423584,-5.433382034301758,15.698910236358643,-5.592752933502197,11.67154836654663,-8.389151811599731,6.141971588134766,-10.804373741149902,3.1641751527786255,0.6317025423049927,0.5792754590511322,0.6560887396335602,0.5444379150867462,0.5111096054315567,0.548907607793808,0.5495137572288513,0.6233615577220917,0.5485320091247559,0.6824160218238831,0.715491384267807,0.586103081703186,23.303221108947795,15.812889690489587,20.422723656871696,18.798483484061627,16.766377474682603,15.768827648348054,38.156016423284484,2209.0496031310927,0.21428003162145615,pop
-115.45148849487305,123.32452392578125,-32.135101318359375,55.61053657531738,-3.223933458328247,18.581148624420166,-1.438032865524292,8.87203335762024,1.681210219860077,7.229763627052307,-9.251596927642822,4.196132183074951,-9.34030532836914,5.459534764289856,-6.307223320007324,5.549015402793884,-3.3961876928806305,2.046793907880783,-4.707150340080261,-1.7171273827552795,0.5335516631603241,0.5000610202550888,0.7279362082481384,0.48809914290905,0.4533589482307434,0.4895600378513336,0.57549187541008,0.8534285426139832,0.5700433254241943,0.5988669991493225,0.4997425079345703,0.6181505918502808,25.80833702420574,18.086245789412203,20.47226829342896,20.43636293325526,20.993166743659074,26.64978920649397,34.98916203498085,1527.3249001778577,0.12943565100431442,pop
-21.725834846496582,93.41353607177734,-11.26345443725586,33.5770320892334,-10.218587160110474,15.367335796356201,-8.552687883377075,21.829718589782715,-5.579669952392578,11.966777801513672,-14.835794448852539,9.676195621490479,-11.606062412261963,9.30501389503479,-12.319425106048584,7.381749153137207,-9.188055515289307,6.828028202056885,-10.1382737159729,5.892404317855835,0.62006014585495,0.6020139455795288,0.6726003289222717,0.5620744526386261,0.6125645041465759,0.5487391948699951,0.6119280457496643,0.6510358154773712,0.6528346836566925,0.7123644649982452,0.5995862483978271,0.6418820917606354,25.972447624617278,16.445326521779972,18.73995494847164,20.605763012184767,18.194194349311285,17.194028921188252,38.236195933867975,1937.3367985418827,0.2094314843416214,pop
-109.70465087890625,91.04452133178711,-13.694189071655273,36.458261489868164,-11.699676036834717,15.51646089553833,-8.751972198486328,16.79143524169922,-12.056623935699463,4.633599519729614,-15.928566455841064,4.022553324699402,-14.449815273284912,3.314774990081787,-12.58214282989502,2.2116700410842896,-9.943803310394287,2.3262863159179688,-8.145915746688843,-0.788118839263916,0.49368003010749817,0.6634117662906647,0.5050262212753296,0.5374059081077576,0.4390638619661331,0.465247318148613,0.737581342458725,0.5262336730957031,0.5365587770938873,0.4578644633293152,0.6259444653987885,0.6710197925567627,25.171017234898777,17.304338041499832,20.031505169503006,21.345442931514675,19.820983088433888,19.378185519640816,38.7865227826544,1771.463180162507,0.1395302712917328,pop
-166.28031158447266,102.43279266357422,14.177433013916016,36.91992950439453,0.9564542323350906,23.36248016357422,-4.7453004121780396,25.219576835632324,-4.0273263566195965,12.290526866912842,-10.12747573852539,6.655439853668213,-11.89854621887207,6.6220011711120605,-10.118572235107422,2.462508797645569,-11.343570232391357,3.048922896385193,-7.246162414550781,3.216805100440979,0.7233940064907074,0.5247380137443542,0.5571533739566803,0.48295438289642334,0.547185093164444,0.5787098407745361,0.6184662580490112,0.759842038154602,0.5524732768535614,0.508620098233223,0.47595010697841644,0.6808776259422302,25.135711506066784,16.724510749951534,17.694504512950054,19.644630432387295,17.930486565027675,17.17767188662104,38.3179977249056,1911.9154523490174,0.09380178153514862,pop
-220.39913940429688,109.86156463623047,-13.417685508728027,28.958629608154297,-9.403806686401367,5.679511811584234,2.810072898864746,17.545074939727783,1.2955740094184875,5.1905383467674255,-7.565799951553345,12.426425457000732,2.503353923559189,12.237293720245361,-0.7351200636476278,6.756105184555054,-3.372695118188858,1.2090583443641663,-7.2536280155181885,2.368254065513611,0.313188761472702,0.4207143932580948,0.5968404412269592,0.3483206331729889,0.2868882715702057,0.26635515689849854,0.3223138749599457,0.3389037102460861,0.3500072658061981,0.6386142075061798,0.4695390611886978,0.3370489478111267,21.632652710933655,19.299831165978468,24.790844037629782,26.88478631723337,23.635948434002202,23.570687889429937,36.62524575454157,1533.4681613085627,0.08445067331194878,pop
-55.56309127807617,85.98965072631836,-2.917467474937439,43.74686622619629,-0.3566935062408447,17.167293071746826,-6.757063150405884,19.60507297515869,-3.524758040904999,13.189981937408447,-14.202051639556885,9.254148006439209,-11.700409889221191,9.287899494171143,-10.670216083526611,7.174232482910156,-7.568081855773926,7.028860330581665,-7.890811443328857,5.839441418647766,0.6050217151641846,0.5518182516098022,0.5653679966926575,0.7534089386463165,0.5322847664356232,0.5635789334774017,0.5423930287361145,0.6153106689453125,0.7596509158611298,0.570747584104538,0.5880582928657532,0.5002396702766418,23.062999900071148,16.84231673388335,19.736260041234182,20.552299625580908,19.94109623814868,18.339195250975735,37.881387672413744,1993.5976876284149,0.19241106510162354,pop
-36.54321575164795,72.64351272583008,2.5616798996925354,40.85555458068848,-14.85232162475586,13.891651153564453,-12.474846363067627,20.424622535705566,-10.71684217453003,8.73208498954773,-15.574577331542969,11.92570161819458,-12.337160110473633,9.815562725067139,-11.82637882232666,8.300807237625122,-8.985157489776611,8.10238528251648,-8.290114641189575,5.09089207649231,0.6215404570102692,0.7277235984802246,0.633620947599411,0.6461586058139801,0.6378842294216156,0.5829407572746277,0.70964315533638,0.647775411605835,0.6318496763706207,0.6811267733573914,0.7295719683170319,0.7583723068237305,22.420003869512026,14.388570786546047,17.754574967015962,18.94573758467068,18.428961274570153,16.335896420537058,38.12325152669425,2139.1291066881968,0.15818475931882858,pop
-107.14578247070312,106.63116073608398,1.4033435359597206,48.0223388671875,8.999526500701904,27.112306594848633,-6.200496673583984,18.112329483032227,-8.584965705871582,10.742623805999756,-6.571690320968628,10.725311279296875,-10.97830581665039,6.861904144287109,-6.970936298370361,7.326152563095093,-7.82760214805603,2.3483393490314484,-8.647166728973389,2.8040177822113037,0.4876750409603119,0.6280123591423035,0.4940650761127472,0.4805775433778763,0.7325263619422913,0.5317869186401367,0.5546891987323761,0.442337766289711,0.5316698253154755,0.658665120601654,0.5024117082357407,0.5667904913425446,25.347078221995844,19.51899996729596,22.358598265594573,21.50991522588644,21.704346909806198,18.97171487256366,38.000450039060226,1731.6755924726199,0.18415967375040054,pop
-240.45095825195312,100.56673431396484,-15.593236446380615,10.342231750488281,-27.60816764831543,2.421098828315735,-16.541409015655518,-7.544179439544678,-15.45030403137207,-5.519268035888672,-15.068840980529785,-1.2139580249786377,-14.506227016448975,2.5216758251190186,-4.043272614479065,8.68905782699585,0.725226104259491,9.53990364074707,-2.5833376049995422,4.137187242507935,0.38335752487182617,0.33720584213733673,0.47397153079509735,0.25101037323474884,0.3468441516160965,0.46427400410175323,0.31236499547958374,0.5396640002727509,0.35466405749320984,0.5815696120262146,0.39873236417770386,0.29809384047985077,20.997418311741658,23.364176896177376,26.439839312740595,25.34728340519067,22.170352202591857,21.602059236750307,36.716579886046716,1631.1275963177836,0.05574292317032814,pop
-49.75318145751953,85.63275909423828,-22.366540908813477,37.11674690246582,-5.3238396644592285,21.16985034942627,-8.275551319122314,12.328076362609863,-13.379473209381104,10.255869626998901,-14.359681129455566,11.498732566833496,-12.478954792022705,6.147400736808777,-16.06183671951294,4.045935869216919,-11.417029857635498,6.612843990325928,-7.521617412567139,5.438805460929871,0.6738481223583221,0.568222314119339,0.6132043898105621,0.5982528030872345,0.5838266909122467,0.7149061560630798,0.5664324760437012,0.5840308368206024,0.5466384887695312,0.6233394742012024,0.6414016783237457,0.5867432951927185,23.330008998227665,17.016265446727363,19.83859787587999,19.66469823230171,19.539847615856814,18.499247490138202,37.93390345541208,1879.3266221474278,0.16352445632219315,pop
-163.76984405517578,100.229736328125,37.768680572509766,45.4188346862793,12.004817485809326,20.54727268218994,-1.6547001600265503,14.898836612701416,-2.4868559390306473,16.544411659240723,-7.777233123779297,13.537303447723389,-6.378614664077759,10.128417730331421,-9.39189338684082,3.5534074306488037,-9.24999475479126,3.1138707399368286,-8.555888414382935,2.1078580021858215,0.6913268268108368,0.47692805528640747,0.481306254863739,0.36332251131534576,0.4305431395769119,0.5039452314376831,0.4492063373327255,0.5171627998352051,0.4554271250963211,0.526916429400444,0.5311952531337738,0.5125961303710938,26.35354741505398,21.853274883566385,23.47831132675843,20.833165227681413,20.3264278135068,18.961468472616325,38.753578536757004,1915.2719852286746,0.17302683740854263,pop
-128.41178131103516,109.13901138305664,-24.259119987487793,32.822025299072266,-3.395192503929138,21.73182487487793,-7.870211362838745,21.491348266601562,-11.946613788604736,9.188354969024658,-10.211458683013916,15.331260681152344,-9.77206015586853,8.870125770568848,-10.279138088226318,7.720264673233032,-8.596367835998535,5.37592625617981,-9.606896877288818,3.770150899887085,0.7479236423969269,0.7131069004535675,0.6961886584758759,0.7318218648433685,0.586854100227356,0.5631594955921173,0.5367547869682312,0.6035823822021484,0.6411820352077484,0.6144672334194183,0.6762083172798157,0.6722429692745209,17.9293838664907,16.0509621679665,18.54439994727888,17.14150783625315,18.388118250226544,17.01311726017297,38.35194494070354,1734.881481051277,0.07815233245491982,pop
-46.29525375366211,78.05727767944336,-2.7681609392166138,29.79027271270752,-9.824571132659912,20.68160915374756,-9.33459997177124,19.447370529174805,-6.856313943862915,16.13541555404663,-8.651525020599365,14.666214942932129,-7.807036876678467,10.505119323730469,-10.908546924591064,6.029857397079468,-10.359121322631836,4.654435873031616,-9.442802906036377,3.5240780115127563,0.7190850973129272,0.6125259101390839,0.6314108371734619,0.6185711324214935,0.528615266084671,0.5492703020572662,0.5949386358261108,0.6664861440658569,0.5547791719436646,0.5421708822250366,0.5918700695037842,0.6091859936714172,24.47195439010892,15.225654129628527,19.24722411084454,18.504920605239654,17.7384501654142,16.03514152803158,38.157567081898975,2071.26260979588,0.1950780376791954,pop
