feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,Genre
-118.25674438476562,85.85304260253906,0.12441977113485336,54.10227584838867,-4.552554607391357,26.78644371032715,-12.502304077148438,23.830358505249023,-14.875372886657715,22.89963722229004,-22.496490478515625,13.768974304199219,-12.395456314086914,4.05417537689209,-6.091247081756592,3.1250593662261963,2.5651960372924805,1.4100645780563354,8.020515441894531,5.537484645843506,0.6636435389518738,0.5894985795021057,0.6583812832832336,0.5196847915649414,0.6083317399024963,0.6060339212417603,0.5168346762657166,0.6445149779319763,0.5688202977180481,0.6138487458229065,0.5222839713096619,0.6017154455184937,19.863806192516673,16.049406337877915,20.071445083418244,21.206042460847286,18.632007221260466,18.410048453617268,60.89544275590085,0.18400190770626068,pop
-85.23932647705078,75.96643829345703,5.535534381866455,46.70267868041992,-13.98997974395752,31.349628448486328,-21.699451446533203,33.87736892700195,-16.314823150634766,27.428922653198242,-15.487842559814453,12.739192962646484,-9.505002975463867,6.316137790679932,-4.416067123413086,2.269270896911621,0.1654316484928131,5.738306045532227,4.595219612121582,4.323610305786133,0.6910687685012817,0.5778622627258301,0.5938147902488708,0.5622760653495789,0.516286313533783,0.6083114147186279,0.5397079586982727,0.6729088425636292,0.6040027141571045,0.5584922432899475,0.6062994003295898,0.6008957624435425,17.23984067719336,14.955183240806617,20.05358781558776,21.873826857171668,19.140822647846687,18.48974733239285,61.366889183313894,0.25767868757247925,pop
-85.86277770996094,95.17761993408203,0.07679680734872818,48.15267562866211,-20.136268615722656,37.11410140991211,-14.613913536071777,29.388742446899414,-16.425357818603516,25.126972198486328,-12.669771194458008,16.45795249938965,-6.483564853668213,13.122613906860352,-0.7009525895118713,9.596878051757812,1.9285718202590942,2.0564723014831543,3.202204465866089,-4.601963043212891,0.663163959980011,0.6291155815124512,0.6813625693321228,0.54465651512146,0.4990343153476715,0.5261844396591187,0.5288131237030029,0.6070736050605774,0.5569727420806885,0.6917563080787659,0.7323260307312012,0.6274186968803406,21.764333326732253,14.002472047961152,19.208301239580965,19.352384479303577,16.075593346431035,16.086230119743966,61.009786251864384,0.21323280036449432,pop
-145.88693237304688,150.2095489501953,-38.21181106567383,46.58667755126953,12.386404991149902,11.765771865844727,1.7762339115142822,13.352303504943848,-10.370365142822266,22.996915817260742,-11.588642120361328,6.968070030212402,-6.754072189331055,-2.1495847702026367,2.237947463989258,-5.274844169616699,5.062326431274414,-0.8347041606903076,1.085340976715088,2.2355008125305176,0.5505610704421997,0.5254261493682861,0.7352052330970764,0.5078694820404053,0.4603685736656189,0.4899173974990845,0.5820963978767395,0.8427799344062805,0.5817039608955383,0.6013281345367432,0.5136159062385559,0.6287557482719421,24.267715181118742,15.769885421486826,18.529118762418054,20.899148172888584,20.2132352898232,27.559711246096487,58.71658764060296,0.12881606817245483,pop
-47.909637451171875,117.62909698486328,-24.449562072753906,45.28617858886719,-17.195575714111328,27.20258331298828,-22.084569931030273,28.874757766723633,-12.452159881591797,26.60099983215332,-16.54444122314453,11.08816909790039,-11.712486267089844,6.593282699584961,-3.271923065185547,0.6003687977790833,-2.8296687602996826,-1.1796666383743286,1.93501877784729,-1.8981788158416748,0.6502114534378052,0.631030797958374,0.689043402671814,0.5728723406791687,0.5982674956321716,0.5432184934616089,0.5940895676612854,0.6370754837989807,0.6528853178024292,0.7148957252502441,0.6206464767456055,0.658422589302063,24.06205485589869,14.196063035404658,16.967833282990433,21.039842717504822,17.476720519051263,17.393142523259034,61.16086569145895,0.2097615897655487,pop
-136.79978942871094,118.69385528564453,-29.55866813659668,47.24458312988281,-15.90177059173584,22.647062301635742,-16.728775024414062,21.463729858398438,-10.091691970825195,12.494392395019531,-16.214872360229492,3.403132438659668,-10.868285179138184,-1.0488437414169312,-6.6583333015441895,-3.2996985912323,-3.241299867630005,-5.114838123321533,-2.439227342605591,-1.7537320852279663,0.5310483574867249,0.6725867390632629,0.5201840996742249,0.5335415005683899,0.4334299862384796,0.4745312035083771,0.7293751239776611,0.5297911763191223,0.5339315533638,0.4774235188961029,0.6454064249992371,0.6770592331886292,23.65261842144257,15.236102057967974,18.39883442400356,21.70810078124953,18.955561864398838,19.86884559596698,61.14528582767587,0.13912387192249298,pop
-190.17950439453125,119.16630554199219,2.4901885986328125,48.92150115966797,-7.862721920013428,33.4407958984375,-11.403748512268066,24.589296340942383,-0.5282189846038818,17.516695022583008,-7.682885646820068,7.3214111328125,-5.832376480102539,-2.089717149734497,-1.791847825050354,-0.9984723329544067,-2.5783910751342773,-4.970904350280762,-3.7605347633361816,-6.3634867668151855,0.7456492781639099,0.5691992044448853,0.589572012424469,0.512317955493927,0.559668779373169,0.5822518467903137,0.6335844993591309,0.7572568655014038,0.5835520625114441,0.5379210114479065,0.5206938982009888,0.7034078240394592,22.471292318484497,15.130939696462159,16.1962356339155,20.079516288195162,17.216996462249437,17.306418858962065,60.718069142844556,0.09358293563127518,pop
-242.05955505371094,127.4881591796875,-15.915369033813477,26.93208122253418,-3.744982957839966,4.539035797119141,-9.01081657409668,21.960908889770508,-2.3031363487243652,18.03791618347168,-10.618229866027832,2.3111307621002197,1.6247390508651733,8.696410179138184,8.285792350769043,4.602741241455078,3.1839792728424072,2.3898966312408447,0.9803171753883362,-4.403065204620361,0.3296055793762207,0.44097983837127686,0.6011267304420471,0.3639073073863983,0.2914135754108429,0.2650300860404968,0.31933265924453735,0.3324728310108185,0.3530837595462799,0.640999972820282,0.4861171841621399,0.3471378684043884,18.5130589480119,17.41244766465128,23.023130962405673,27.292072942760125,22.817924987530592,24.166261850759764,59.25093136899287,0.08405885845422745,pop
-79.50305938720703,108.14513397216797,-18.43875503540039,53.10750961303711,-6.243533134460449,31.68353843688965,-20.27902603149414,29.731626510620117,-14.907999038696289,29.319499969482422,-15.450082778930664,11.40621280670166,-12.447802543640137,7.012974739074707,-5.0017409324646,2.5527281761169434,-1.758419156074524,-2.2451047897338867,1.0079894065856934,2.190671443939209,0.649815022945404,0.5971136689186096,0.6067212224006653,0.7488424777984619,0.5328469276428223,0.5559898018836975,0.536069929599762,0.6095921397209167,0.7563830018043518,0.5955727696418762,0.6095965504646301,0.5357031226158142,20.942518286473714,14.722353040893788,18.050338611134954,21.018686864162184,19.012171366445408,18.57707741384751,61.23171679455227,0.19371050596237183,pop
-63.01612091064453,95.55084991455078,-18.908039093017578,59.47185516357422,-22.0971622467041,26.26741600036621,-26.640737533569336,26.86729621887207,-15.092188835144043,21.504070281982422,-20.639530181884766,8.740336418151855,-8.864974021911621,6.425878524780273,-5.8323845863342285,3.1820149421691895,-3.578479528427124,-1.6291682720184326,3.1888575553894043,-1.5392014980316162,0.654933512210846,0.7511835694313049,0.6517515778541565,0.64126056432724,0.6105895638465881,0.5648716688156128,0.6760746240615845,0.6316124796867371,0.630140483379364,0.6908373236656189,0.7422919869422913,0.7736242413520813,20.926314562260863,12.416278704979149,16.37287773116253,19.642452844128194,17.793073621740593,16.679367426456484,61.466217438718154,0.15803343057632446,pop
