feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,Genre
0.6636435389518738,0.5894985795021057,0.6583812832832336,0.5196847915649414,0.6083317399024963,0.6060339212417603,0.5168346762657166,0.6445149779319763,0.5688202977180481,0.6138487458229065,0.5222839713096619,0.6017154455184937,19.863806192516673,16.049406337877915,20.071445083418244,21.206042460847286,18.632007221260466,18.410048453617268,60.89544275590085,2851.5593650040882,0.09622206964590443,pop
0.6910687685012817,0.5778622627258301,0.5938147902488708,0.5622760653495789,0.516286313533783,0.6083114147186279,0.5397079586982727,0.6729088425636292,0.6040027141571045,0.5584922432899475,0.6062994003295898,0.6008957624435425,17.23984067719336,14.955183240806617,20.05358781558776,21.873826857171668,19.140822647846687,18.48974733239285,61.366889183313894,2965.054681254121,0.11588263918515358,pop
0.663163959980011,0.6291155815124512,0.6813625693321228,0.54465651512146,0.4990343153476715,0.5261844396591187,0.5288131237030029,0.6070736050605774,0.5569727420806885,0.6917563080787659,0.7323260307312012,0.6274186968803406,21.764333326732253,14.002472047961152,19.208301239580965,19.352384479303577,16.075593346431035,16.086230119743966,61.009786251864384,2837.837321887478,0.09572545595136518,pop
0.5505610704421997,0.5254261493682861,0.7352052330970764,0.5078694820404053,0.4603685736656189,0.4899173974990845,0.5820963978767395,0.8427799344062805,0.5817039608955383,0.6013281345367432,0.5136159062385559,0.6287557482719421,24.267715181118742,15.769885421486826,18.529118762418054,20.899148172888584,20.2132352898232,27.559711246096487,58.71658764060296,1820.3585943528576,0.07275257305887373,pop
0.6502114534378052,0.631030797958374,0.689043402671814,0.5728723406791687,0.5982674956321716,0.5432184934616089,0.5940895676612854,0.6370754837989807,0.6528853178024292,0.7148957252502441,0.6206464767456055,0.658422589302063,24.06205485589869,14.196063035404658,16.967833282990433,21.039842717504822,17.476720519051263,17.393142523259034,61.16086569145895,2462.546899768156,0.10230008799061434,pop
0.5310483574867249,0.6725867390632629,0.5201840996742249,0.5335415005683899,0.4334299862384796,0.4745312035083771,0.7293751239776611,0.5297911763191223,0.5339315533638,0.4774235188961029,0.6454064249992371,0.6770592331886292,23.65261842144257,15.236102057967974,18.39883442400356,21.70810078124953,18.955561864398838,19.86884559596698,61.14528582767587,2133.5533990397835,0.0925714590443686,pop
0.7456492781639099,0.5691992044448853,0.589572012424469,0.512317955493927,0.559668779373169,0.5822518467903137,0.6335844993591309,0.7572568655014038,0.5835520625114441,0.5379210114479065,0.5206938982009888,0.7034078240394592,22.471292318484497,15.130939696462159,16.1962356339155,20.079516288195162,17.216996462249437,17.306418858962065,60.718069142844556,2336.1317892675897,0.057266224936006825,pop
0.3296055793762207,0.44097983837127686,0.6011267304420471,0.3639073073863983,0.2914135754108429,0.2650300860404968,0.31933265924453735,0.3324728310108185,0.3530837595462799,0.640999972820282,0.4861171841621399,0.3471378684043884,18.5130589480119,17.41244766465128,23.023130962405673,27.292072942760125,22.817924987530592,24.166261850759764,59.25093136899287,1950.1796849715806,0.0703058340443686,pop
0.649815022945404,0.5971136689186096,0.6067212224006653,0.7488424777984619,0.5328469276428223,0.5559898018836975,0.536069929599762,0.6095921397209167,0.7563830018043518,0.5955727696418762,0.6095965504646301,0.5357031226158142,20.942518286473714,14.722353040893788,18.050338611134954,21.018686864162184,19.012171366445408,18.57707741384751,61.23171679455227,2558.6003285208544,0.09926841136945393,pop
0.654933512210846,0.7511835694313049,0.6517515778541565,0.64126056432724,0.6105895638465881,0.5648716688156128,0.6760746240615845,0.6316124796867371,0.630140483379364,0.6908373236656189,0.7422919869422913,0.7736242413520813,20.926314562260863,12.416278704979149,16.37287773116253,19.642452844128194,17.793073621740593,16.679367426456484,61.466217438718154,2652.258554165967,0.1449295408489761,pop
